Country,Year,Gender ratio,Education level,Percentage women
Lao People's Dem. Rep.,2018,0.96,Ratio of girls to boys in primary education,27.5
Lao People's Dem. Rep.,2018,0.93,Ratio of girls to boys in secondary education,27.5
Lao People's Dem. Rep.,2018,0.9,Ratio of girls to boys in upper secondary education,27.5
Lao People's Dem. Rep.,2019,0.97,Ratio of girls to boys in primary education,27.5
Lao People's Dem. Rep.,2019,0.94,Ratio of girls to boys in secondary education,27.5
Lao People's Dem. Rep.,2019,0.89,Ratio of girls to boys in upper secondary education,27.5
Lao People's Dem. Rep.,2020,0.97,Ratio of girls to boys in primary education,27.5
Lao People's Dem. Rep.,2020,0.95,Ratio of girls to boys in secondary education,27.5
Lao People's Dem. Rep.,2020,0.89,Ratio of girls to boys in upper secondary education,27.5
Latvia,2005,0.98,Ratio of girls to boys in primary education,21.0
Latvia,2005,0.99,Ratio of girls to boys in secondary education,21.0
Latvia,2005,1.04,Ratio of girls to boys in upper secondary education,21.0
Latvia,2010,0.98,Ratio of girls to boys in primary education,22.0
Latvia,2010,0.99,Ratio of girls to boys in secondary education,22.0
Latvia,2010,1.01,Ratio of girls to boys in upper secondary education,22.0
Latvia,2015,1.0,Ratio of girls to boys in primary education,18.0
Latvia,2015,0.98,Ratio of girls to boys in secondary education,18.0
Latvia,2015,0.99,Ratio of girls to boys in upper secondary education,18.0
Latvia,2018,1.0,Ratio of girls to boys in primary education,16.0
Latvia,2018,0.99,Ratio of girls to boys in secondary education,16.0
Latvia,2018,0.99,Ratio of girls to boys in upper secondary education,16.0
Latvia,2019,1.0,Ratio of girls to boys in primary education,31.0
Latvia,2019,1.0,Ratio of girls to boys in secondary education,31.0
Latvia,2019,1.01,Ratio of girls to boys in upper secondary education,31.0
Lesotho,2005,0.99,Ratio of girls to boys in primary education,11.7
Lesotho,2005,1.26,Ratio of girls to boys in secondary education,11.7
Lesotho,2005,1.16,Ratio of girls to boys in upper secondary education,11.7
Lesotho,2010,0.96,Ratio of girls to boys in primary education,24.2
Lesotho,2010,1.39,Ratio of girls to boys in secondary education,24.2
Lesotho,2010,1.35,Ratio of girls to boys in upper secondary education,24.2
Lesotho,2015,0.95,Ratio of girls to boys in primary education,26.7
Lesotho,2015,1.35,Ratio of girls to boys in secondary education,26.7
Lesotho,2015,1.34,Ratio of girls to boys in upper secondary education,26.7
Liberia,2015,0.9,Ratio of girls to boys in primary education,11.0
Liberia,2015,0.77,Ratio of girls to boys in secondary education,11.0
Liberia,2015,0.74,Ratio of girls to boys in upper secondary education,11.0
Liechtenstein,2005,0.92,Ratio of girls to boys in primary education,12.0
Liechtenstein,2005,0.87,Ratio of girls to boys in secondary education,12.0
Liechtenstein,2005,0.74,Ratio of girls to boys in upper secondary education,12.0
Liechtenstein,2010,0.94,Ratio of girls to boys in primary education,24.0
Liechtenstein,2010,0.85,Ratio of girls to boys in secondary education,24.0
Liechtenstein,2010,0.7,Ratio of girls to boys in upper secondary education,24.0
Liechtenstein,2015,0.98,Ratio of girls to boys in primary education,20.0
Liechtenstein,2015,0.78,Ratio of girls to boys in secondary education,20.0
Liechtenstein,2015,0.66,Ratio of girls to boys in upper secondary education,20.0
Liechtenstein,2018,1.01,Ratio of girls to boys in primary education,12.0
Liechtenstein,2018,0.83,Ratio of girls to boys in secondary education,12.0
Liechtenstein,2018,0.76,Ratio of girls to boys in upper secondary education,12.0
Liechtenstein,2019,1.0,Ratio of girls to boys in primary education,12.0
Liechtenstein,2019,0.86,Ratio of girls to boys in secondary education,12.0
Liechtenstein,2019,0.77,Ratio of girls to boys in upper secondary education,12.0
Lithuania,2005,0.99,Ratio of girls to boys in primary education,22.0
Lithuania,2005,0.99,Ratio of girls to boys in secondary education,22.0
Lithuania,2005,1.05,Ratio of girls to boys in upper secondary education,22.0
Lithuania,2010,0.99,Ratio of girls to boys in primary education,19.1
Lithuania,2010,0.98,Ratio of girls to boys in secondary education,19.1
Lithuania,2010,1.01,Ratio of girls to boys in upper secondary education,19.1
Lithuania,2015,1.0,Ratio of girls to boys in primary education,23.4
Lithuania,2015,0.96,Ratio of girls to boys in secondary education,23.4
Lithuania,2015,0.95,Ratio of girls to boys in upper secondary education,23.4
Lithuania,2018,1.0,Ratio of girls to boys in primary education,21.3
Lithuania,2018,0.96,Ratio of girls to boys in secondary education,21.3
Lithuania,2018,0.95,Ratio of girls to boys in upper secondary education,21.3
Lithuania,2019,1.0,Ratio of girls to boys in primary education,21.3
Lithuania,2019,0.97,Ratio of girls to boys in secondary education,21.3
Lithuania,2019,0.95,Ratio of girls to boys in upper secondary education,21.3
Luxembourg,2005,1.0,Ratio of girls to boys in primary education,23.3
Luxembourg,2005,1.05,Ratio of girls to boys in secondary education,23.3
Luxembourg,2005,1.09,Ratio of girls to boys in upper secondary education,23.3
Luxembourg,2010,1.01,Ratio of girls to boys in primary education,20.0
Luxembourg,2010,1.03,Ratio of girls to boys in secondary education,20.0
Luxembourg,2010,1.04,Ratio of girls to boys in upper secondary education,20.0
Luxembourg,2015,1.0,Ratio of girls to boys in primary education,28.3
Luxembourg,2015,1.04,Ratio of girls to boys in secondary education,28.3
Luxembourg,2015,1.06,Ratio of girls to boys in upper secondary education,28.3
Luxembourg,2018,0.98,Ratio of girls to boys in primary education,28.3
Luxembourg,2018,1.02,Ratio of girls to boys in secondary education,28.3
Luxembourg,2018,1.07,Ratio of girls to boys in upper secondary education,28.3
Luxembourg,2019,0.99,Ratio of girls to boys in primary education,25.0
Luxembourg,2019,1.0,Ratio of girls to boys in secondary education,25.0
Luxembourg,2019,1.06,Ratio of girls to boys in upper secondary education,25.0
Madagascar,2005,0.96,Ratio of girls to boys in primary education,6.9
Madagascar,2005,0.96,Ratio of girls to boys in secondary education,6.9
Madagascar,2005,0.89,Ratio of girls to boys in upper secondary education,6.9
Madagascar,2015,1.0,Ratio of girls to boys in primary education,20.5
Madagascar,2015,0.99,Ratio of girls to boys in secondary education,20.5
Madagascar,2015,0.93,Ratio of girls to boys in upper secondary education,20.5
Madagascar,2018,1.01,Ratio of girls to boys in primary education,19.2
Madagascar,2018,1.03,Ratio of girls to boys in secondary education,19.2
Madagascar,2018,0.97,Ratio of girls to boys in upper secondary education,19.2
Madagascar,2019,1.02,Ratio of girls to boys in primary education,19.2
Madagascar,2019,1.04,Ratio of girls to boys in secondary education,19.2
Madagascar,2019,0.99,Ratio of girls to boys in upper secondary education,19.2
Malawi,2005,1.01,Ratio of girls to boys in primary education,14.0
Malawi,2005,0.79,Ratio of girls to boys in secondary education,14.0
Malawi,2005,0.67,Ratio of girls to boys in upper secondary education,14.0
Malawi,2010,1.02,Ratio of girls to boys in primary education,20.8
Malawi,2010,0.88,Ratio of girls to boys in secondary education,20.8
Malawi,2010,0.72,Ratio of girls to boys in upper secondary education,20.8
Malawi,2015,1.02,Ratio of girls to boys in primary education,16.7
Malawi,2015,0.91,Ratio of girls to boys in secondary education,16.7
Malawi,2015,0.83,Ratio of girls to boys in upper secondary education,16.7
Malawi,2018,1.01,Ratio of girls to boys in primary education,16.7
Malawi,2018,0.98,Ratio of girls to boys in secondary education,16.7
Malawi,2018,0.89,Ratio of girls to boys in upper secondary education,16.7
Malawi,2019,1.03,Ratio of girls to boys in primary education,16.7
Malawi,2019,0.83,Ratio of girls to boys in secondary education,16.7
Malawi,2019,0.9,Ratio of girls to boys in upper secondary education,16.7
Malaysia,2005,1.0,Ratio of girls to boys in primary education,9.1
Malaysia,2005,1.1,Ratio of girls to boys in secondary education,9.1
Malaysia,2005,1.22,Ratio of girls to boys in upper secondary education,9.1
Malaysia,2010,1.01,Ratio of girls to boys in primary education,9.9
Malaysia,2010,1.08,Ratio of girls to boys in secondary education,9.9
Malaysia,2010,1.16,Ratio of girls to boys in upper secondary education,9.9
Malaysia,2015,1.01,Ratio of girls to boys in primary education,10.4
Malaysia,2015,1.09,Ratio of girls to boys in secondary education,10.4
Malaysia,2015,1.14,Ratio of girls to boys in upper secondary education,10.4
Malaysia,2018,1.02,Ratio of girls to boys in primary education,10.4
Malaysia,2018,1.08,Ratio of girls to boys in secondary education,10.4
Malaysia,2018,1.15,Ratio of girls to boys in upper secondary education,10.4
Malaysia,2019,1.01,Ratio of girls to boys in primary education,14.4
Malaysia,2019,1.08,Ratio of girls to boys in secondary education,14.4
Malaysia,2019,1.14,Ratio of girls to boys in upper secondary education,14.4
Maldives,2005,0.98,Ratio of girls to boys in primary education,12.0
Maldives,2015,0.97,Ratio of girls to boys in primary education,5.9
Maldives,2018,1.04,Ratio of girls to boys in primary education,5.9
Maldives,2018,1.01,Ratio of girls to boys in secondary education,5.9
Maldives,2018,1.56,Ratio of girls to boys in upper secondary education,5.9
Maldives,2019,1.03,Ratio of girls to boys in primary education,4.7
Maldives,2019,0.93,Ratio of girls to boys in secondary education,4.7
Maldives,2019,1.26,Ratio of girls to boys in upper secondary education,4.7
Mali,2005,0.79,Ratio of girls to boys in primary education,10.2
Mali,2005,0.62,Ratio of girls to boys in secondary education,10.2
Mali,2005,0.58,Ratio of girls to boys in upper secondary education,10.2
Mali,2010,0.86,Ratio of girls to boys in primary education,10.2
Mali,2010,0.69,Ratio of girls to boys in secondary education,10.2
Mali,2010,0.61,Ratio of girls to boys in upper secondary education,10.2
Mali,2015,0.9,Ratio of girls to boys in primary education,9.5
Mali,2015,0.79,Ratio of girls to boys in secondary education,9.5
Mali,2015,0.69,Ratio of girls to boys in upper secondary education,9.5
Mali,2018,0.9,Ratio of girls to boys in primary education,8.8
Mali,2018,0.82,Ratio of girls to boys in secondary education,8.8
Mali,2018,0.7,Ratio of girls to boys in upper secondary education,8.8
Malta,2005,0.98,Ratio of girls to boys in primary education,9.2
Malta,2005,0.96,Ratio of girls to boys in secondary education,9.2
Malta,2005,0.83,Ratio of girls to boys in upper secondary education,9.2
Malta,2010,1.0,Ratio of girls to boys in primary education,8.7
Malta,2010,0.89,Ratio of girls to boys in secondary education,8.7
Malta,2010,0.76,Ratio of girls to boys in upper secondary education,8.7
Malta,2015,1.01,Ratio of girls to boys in primary education,12.9
Malta,2015,1.06,Ratio of girls to boys in secondary education,12.9
Malta,2015,1.12,Ratio of girls to boys in upper secondary education,12.9
Malta,2018,1.01,Ratio of girls to boys in primary education,11.9
Malta,2018,1.0,Ratio of girls to boys in secondary education,11.9
Malta,2018,1.03,Ratio of girls to boys in upper secondary education,11.9
Malta,2019,1.01,Ratio of girls to boys in primary education,11.9
Malta,2019,1.0,Ratio of girls to boys in secondary education,11.9
Malta,2019,1.03,Ratio of girls to boys in upper secondary education,11.9
Marshall Islands,2005,1.25,Ratio of girls to boys in primary education,3.0
Marshall Islands,2005,1.02,Ratio of girls to boys in secondary education,3.0
Marshall Islands,2005,1.05,Ratio of girls to boys in upper secondary education,3.0
Marshall Islands,2015,0.98,Ratio of girls to boys in primary education,3.0
Marshall Islands,2015,1.07,Ratio of girls to boys in secondary education,3.0
Marshall Islands,2015,1.14,Ratio of girls to boys in upper secondary education,3.0
Marshall Islands,2019,0.96,Ratio of girls to boys in primary education,9.1
Marshall Islands,2019,1.08,Ratio of girls to boys in secondary education,9.1
Marshall Islands,2019,1.11,Ratio of girls to boys in upper secondary education,9.1
Marshall Islands,2020,0.96,Ratio of girls to boys in primary education,6.1
Marshall Islands,2020,1.11,Ratio of girls to boys in secondary education,6.1
Marshall Islands,2020,1.12,Ratio of girls to boys in upper secondary education,6.1
Mauritania,2005,1.03,Ratio of girls to boys in primary education,3.7
Mauritania,2005,0.88,Ratio of girls to boys in secondary education,3.7
Mauritania,2005,0.86,Ratio of girls to boys in upper secondary education,3.7
Mauritania,2010,1.05,Ratio of girls to boys in primary education,22.1
Mauritania,2010,0.85,Ratio of girls to boys in secondary education,22.1
Mauritania,2010,0.78,Ratio of girls to boys in upper secondary education,22.1
Mauritania,2015,1.05,Ratio of girls to boys in primary education,25.2
Mauritania,2015,0.93,Ratio of girls to boys in secondary education,25.2
Mauritania,2015,0.87,Ratio of girls to boys in upper secondary education,25.2
Mauritania,2018,1.06,Ratio of girls to boys in primary education,25.2
Mauritania,2018,1.02,Ratio of girls to boys in secondary education,25.2
Mauritania,2018,1.04,Ratio of girls to boys in upper secondary education,25.2
Mauritania,2019,1.06,Ratio of girls to boys in primary education,20.3
Mauritania,2019,1.05,Ratio of girls to boys in secondary education,20.3
Mauritania,2019,1.05,Ratio of girls to boys in upper secondary education,20.3
Mauritius,2005,1.0,Ratio of girls to boys in primary education,5.7
Mauritius,2005,0.98,Ratio of girls to boys in secondary education,5.7
Mauritius,2005,0.94,Ratio of girls to boys in upper secondary education,5.7
Mauritius,2010,1.01,Ratio of girls to boys in primary education,17.1
Mauritius,2010,1.05,Ratio of girls to boys in secondary education,17.1
Mauritius,2010,1.07,Ratio of girls to boys in upper secondary education,17.1
Mauritius,2015,1.02,Ratio of girls to boys in primary education,11.6
Mauritius,2015,1.04,Ratio of girls to boys in secondary education,11.6
Mauritius,2015,1.11,Ratio of girls to boys in upper secondary education,11.6
Mauritius,2018,1.03,Ratio of girls to boys in primary education,11.6
Mauritius,2018,1.06,Ratio of girls to boys in secondary education,11.6
Mauritius,2018,1.14,Ratio of girls to boys in upper secondary education,11.6
Mauritius,2019,1.03,Ratio of girls to boys in primary education,11.6
Mauritius,2019,1.02,Ratio of girls to boys in secondary education,11.6
Mauritius,2019,1.08,Ratio of girls to boys in upper secondary education,11.6
Mexico,2005,0.98,Ratio of girls to boys in primary education,22.6
Mexico,2005,1.04,Ratio of girls to boys in secondary education,22.6
Mexico,2005,1.03,Ratio of girls to boys in upper secondary education,22.6
Mexico,2010,0.99,Ratio of girls to boys in primary education,27.6
Mexico,2010,1.08,Ratio of girls to boys in secondary education,27.6
Mexico,2010,1.06,Ratio of girls to boys in upper secondary education,27.6
Mexico,2015,1.0,Ratio of girls to boys in primary education,38.0
Mexico,2015,1.07,Ratio of girls to boys in secondary education,38.0
Mexico,2015,1.02,Ratio of girls to boys in upper secondary education,38.0
Mexico,2018,1.01,Ratio of girls to boys in primary education,42.6
Mexico,2018,1.09,Ratio of girls to boys in secondary education,42.6
Mexico,2018,1.06,Ratio of girls to boys in upper secondary education,42.6
Mexico,2019,1.01,Ratio of girls to boys in primary education,48.2
Mexico,2019,1.1,Ratio of girls to boys in secondary education,48.2
Mexico,2019,1.07,Ratio of girls to boys in upper secondary education,48.2
Micronesia (Fed. States of),2005,0.97,Ratio of girls to boys in primary education,0.0
Micronesia (Fed. States of),2005,1.08,Ratio of girls to boys in secondary education,0.0
Micronesia (Fed. States of),2005,1.07,Ratio of girls to boys in upper secondary education,0.0
Micronesia (Fed. States of),2015,0.98,Ratio of girls to boys in primary education,0.0
Micronesia (Fed. States of),2019,0.96,Ratio of girls to boys in primary education,0.0
Micronesia (Fed. States of),2020,1.0,Ratio of girls to boys in primary education,0.0
Mongolia,2005,1.0,Ratio of girls to boys in primary education,6.8
Mongolia,2005,1.11,Ratio of girls to boys in secondary education,6.8
Mongolia,2005,1.22,Ratio of girls to boys in upper secondary education,6.8
Mongolia,2010,0.98,Ratio of girls to boys in primary education,3.9
Mongolia,2010,1.07,Ratio of girls to boys in secondary education,3.9
Mongolia,2010,1.13,Ratio of girls to boys in upper secondary education,3.9
Mongolia,2015,0.98,Ratio of girls to boys in primary education,14.9
Mongolia,2015,1.06,Ratio of girls to boys in upper secondary education,14.9
Mongolia,2018,0.98,Ratio of girls to boys in primary education,17.1
Mongolia,2019,0.98,Ratio of girls to boys in primary education,17.1
Mongolia,2019,1.01,Ratio of girls to boys in secondary education,17.1
Mongolia,2019,1.0,Ratio of girls to boys in upper secondary education,17.1
Montenegro,2010,1.0,Ratio of girls to boys in primary education,11.1
Montenegro,2010,1.03,Ratio of girls to boys in secondary education,11.1
Montenegro,2010,1.06,Ratio of girls to boys in upper secondary education,11.1
Montenegro,2015,1.0,Ratio of girls to boys in primary education,17.3
Montenegro,2015,1.02,Ratio of girls to boys in secondary education,17.3
Montenegro,2015,1.01,Ratio of girls to boys in upper secondary education,17.3
Montenegro,2018,0.95,Ratio of girls to boys in primary education,23.5
Montenegro,2018,1.01,Ratio of girls to boys in secondary education,23.5
Montenegro,2018,1.01,Ratio of girls to boys in upper secondary education,23.5
Montenegro,2019,1.0,Ratio of girls to boys in primary education,23.5
Montenegro,2019,1.02,Ratio of girls to boys in secondary education,23.5
Montenegro,2019,1.02,Ratio of girls to boys in upper secondary education,23.5
Montenegro,2020,1.0,Ratio of girls to boys in primary education,29.6
Montenegro,2020,1.02,Ratio of girls to boys in secondary education,29.6
Montenegro,2020,1.04,Ratio of girls to boys in upper secondary education,29.6
Morocco,2005,0.91,Ratio of girls to boys in primary education,10.8
Morocco,2005,0.85,Ratio of girls to boys in secondary education,10.8
Morocco,2005,0.88,Ratio of girls to boys in upper secondary education,10.8
Morocco,2010,0.94,Ratio of girls to boys in primary education,10.5
Morocco,2010,0.87,Ratio of girls to boys in secondary education,10.5
Morocco,2010,0.95,Ratio of girls to boys in upper secondary education,10.5
Morocco,2015,0.95,Ratio of girls to boys in primary education,17.0
Morocco,2018,0.96,Ratio of girls to boys in primary education,20.5
Morocco,2018,0.92,Ratio of girls to boys in secondary education,20.5
Morocco,2018,0.98,Ratio of girls to boys in upper secondary education,20.5
Morocco,2019,0.97,Ratio of girls to boys in primary education,20.5
Morocco,2019,0.93,Ratio of girls to boys in secondary education,20.5
Morocco,2019,1.0,Ratio of girls to boys in upper secondary education,20.5
Morocco,2020,0.97,Ratio of girls to boys in primary education,20.5
Morocco,2020,0.95,Ratio of girls to boys in secondary education,20.5
Morocco,2020,1.04,Ratio of girls to boys in upper secondary education,20.5
Mozambique,2005,0.83,Ratio of girls to boys in primary education,34.8
Mozambique,2005,0.68,Ratio of girls to boys in secondary education,34.8
Mozambique,2005,0.62,Ratio of girls to boys in upper secondary education,34.8
Mozambique,2010,0.89,Ratio of girls to boys in primary education,39.2
Mozambique,2010,0.8,Ratio of girls to boys in secondary education,39.2
Mozambique,2010,0.74,Ratio of girls to boys in upper secondary education,39.2
Mozambique,2015,0.91,Ratio of girls to boys in primary education,39.6
Mozambique,2015,0.91,Ratio of girls to boys in secondary education,39.6
Mozambique,2015,0.91,Ratio of girls to boys in upper secondary education,39.6
Mozambique,2018,0.93,Ratio of girls to boys in primary education,39.6
Mozambique,2019,0.93,Ratio of girls to boys in primary education,39.6
Mozambique,2020,0.94,Ratio of girls to boys in primary education,41.2
Myanmar,2018,0.96,Ratio of girls to boys in primary education,10.2
Myanmar,2018,1.09,Ratio of girls to boys in secondary education,10.2
Myanmar,2018,1.19,Ratio of girls to boys in upper secondary education,10.2
Namibia,2005,0.98,Ratio of girls to boys in primary education,25.0
Namibia,2005,1.11,Ratio of girls to boys in secondary education,25.0
Namibia,2005,1.03,Ratio of girls to boys in upper secondary education,25.0
Namibia,2010,0.96,Ratio of girls to boys in primary education,26.9
Namibia,2018,0.97,Ratio of girls to boys in primary education,46.2
Nauru,2005,0.94,Ratio of girls to boys in primary education,0.0
Nauru,2005,1.03,Ratio of girls to boys in secondary education,0.0
Nauru,2019,0.99,Ratio of girls to boys in primary education,10.5
Nauru,2019,1.04,Ratio of girls to boys in secondary education,10.5
Nauru,2019,0.86,Ratio of girls to boys in upper secondary education,10.5
Nauru,2020,1.03,Ratio of girls to boys in primary education,10.5
Nepal,2010,1.08,Ratio of girls to boys in primary education,33.2
Nepal,2010,0.98,Ratio of girls to boys in secondary education,33.2
Nepal,2010,0.95,Ratio of girls to boys in upper secondary education,33.2
Nepal,2015,1.06,Ratio of girls to boys in primary education,29.5
Nepal,2015,1.05,Ratio of girls to boys in secondary education,29.5
Nepal,2015,1.02,Ratio of girls to boys in upper secondary education,29.5
Nepal,2019,1.02,Ratio of girls to boys in primary education,32.7
Nepal,2019,1.07,Ratio of girls to boys in secondary education,32.7
Nepal,2019,1.13,Ratio of girls to boys in upper secondary education,32.7
Nepal,2020,1.03,Ratio of girls to boys in secondary education,32.7
Nepal,2020,1.06,Ratio of girls to boys in upper secondary education,32.7
Netherlands,2005,0.98,Ratio of girls to boys in primary education,36.7
Netherlands,2005,0.98,Ratio of girls to boys in secondary education,36.7
Netherlands,2005,1.01,Ratio of girls to boys in upper secondary education,36.7
Netherlands,2010,1.0,Ratio of girls to boys in primary education,42.0
Netherlands,2010,0.99,Ratio of girls to boys in secondary education,42.0
Netherlands,2010,1.03,Ratio of girls to boys in upper secondary education,42.0
Netherlands,2015,1.0,Ratio of girls to boys in primary education,37.3
Netherlands,2015,1.02,Ratio of girls to boys in secondary education,37.3
Netherlands,2015,1.07,Ratio of girls to boys in upper secondary education,37.3
Netherlands,2018,1.0,Ratio of girls to boys in primary education,36.0
Netherlands,2018,1.01,Ratio of girls to boys in secondary education,36.0
Netherlands,2018,1.06,Ratio of girls to boys in upper secondary education,36.0
Netherlands,2019,1.0,Ratio of girls to boys in primary education,31.3
Netherlands,2019,1.01,Ratio of girls to boys in secondary education,31.3
Netherlands,2019,1.07,Ratio of girls to boys in upper secondary education,31.3
New Zealand,2005,0.99,Ratio of girls to boys in primary education,28.3
New Zealand,2005,1.06,Ratio of girls to boys in secondary education,28.3
New Zealand,2005,1.12,Ratio of girls to boys in upper secondary education,28.3
New Zealand,2010,1.0,Ratio of girls to boys in primary education,33.6
New Zealand,2010,1.05,Ratio of girls to boys in secondary education,33.6
New Zealand,2010,1.11,Ratio of girls to boys in upper secondary education,33.6
New Zealand,2015,1.01,Ratio of girls to boys in primary education,31.4
New Zealand,2015,1.06,Ratio of girls to boys in secondary education,31.4
New Zealand,2015,1.13,Ratio of girls to boys in upper secondary education,31.4
New Zealand,2018,1.01,Ratio of girls to boys in primary education,38.3
New Zealand,2018,1.06,Ratio of girls to boys in secondary education,38.3
New Zealand,2018,1.14,Ratio of girls to boys in upper secondary education,38.3
New Zealand,2019,1.0,Ratio of girls to boys in primary education,40.0
New Zealand,2019,1.05,Ratio of girls to boys in secondary education,40.0
New Zealand,2019,1.11,Ratio of girls to boys in upper secondary education,40.0
Nicaragua,2005,0.99,Ratio of girls to boys in primary education,20.7
Nicaragua,2005,1.16,Ratio of girls to boys in secondary education,20.7
Nicaragua,2005,1.33,Ratio of girls to boys in upper secondary education,20.7
Nicaragua,2010,0.99,Ratio of girls to boys in primary education,20.7
Nicaragua,2010,1.13,Ratio of girls to boys in secondary education,20.7
Nicaragua,2010,1.27,Ratio of girls to boys in upper secondary education,20.7
Niger,2005,0.72,Ratio of girls to boys in primary education,12.4
Niger,2005,0.63,Ratio of girls to boys in secondary education,12.4
Niger,2005,0.55,Ratio of girls to boys in upper secondary education,12.4
Niger,2010,0.81,Ratio of girls to boys in primary education,9.7
Niger,2010,0.7,Ratio of girls to boys in secondary education,9.7
Niger,2010,0.57,Ratio of girls to boys in upper secondary education,9.7
Niger,2015,0.85,Ratio of girls to boys in primary education,13.3
Niger,2015,0.74,Ratio of girls to boys in secondary education,13.3
Niger,2015,0.79,Ratio of girls to boys in upper secondary education,13.3
Niger,2019,0.88,Ratio of girls to boys in primary education,17.0
Nigeria,2005,0.84,Ratio of girls to boys in primary education,4.7
Nigeria,2005,0.83,Ratio of girls to boys in secondary education,4.7
Nigeria,2005,0.8,Ratio of girls to boys in upper secondary education,4.7
Nigeria,2010,0.91,Ratio of girls to boys in primary education,7.0
Nigeria,2010,0.87,Ratio of girls to boys in secondary education,7.0
Nigeria,2010,0.86,Ratio of girls to boys in upper secondary education,7.0
Nigeria,2018,0.98,Ratio of girls to boys in primary education,5.6
Nigeria,2018,0.95,Ratio of girls to boys in secondary education,5.6
Nigeria,2018,0.92,Ratio of girls to boys in upper secondary education,5.6
Nigeria,2015,0.92,Ratio of girls to boys in secondary education,6.7
Nigeria,2015,0.9,Ratio of girls to boys in upper secondary education,6.7
North Macedonia,2005,0.98,Ratio of girls to boys in primary education,19.2
North Macedonia,2005,0.97,Ratio of girls to boys in secondary education,19.2
North Macedonia,2005,0.94,Ratio of girls to boys in upper secondary education,19.2
North Macedonia,2010,0.99,Ratio of girls to boys in primary education,32.5
North Macedonia,2010,0.97,Ratio of girls to boys in secondary education,32.5
North Macedonia,2010,0.97,Ratio of girls to boys in upper secondary education,32.5
North Macedonia,2015,1.0,Ratio of girls to boys in primary education,33.3
North Macedonia,2015,0.98,Ratio of girls to boys in secondary education,33.3
North Macedonia,2015,0.98,Ratio of girls to boys in upper secondary education,33.3
North Macedonia,2018,1.0,Ratio of girls to boys in primary education,37.5
North Macedonia,2018,0.98,Ratio of girls to boys in secondary education,37.5
North Macedonia,2018,0.96,Ratio of girls to boys in upper secondary education,37.5
Norway,2005,1.0,Ratio of girls to boys in primary education,38.2
Norway,2005,1.01,Ratio of girls to boys in secondary education,38.2
Norway,2005,1.01,Ratio of girls to boys in upper secondary education,38.2
Norway,2010,1.0,Ratio of girls to boys in primary education,39.6
Norway,2010,0.98,Ratio of girls to boys in secondary education,39.6
Norway,2010,0.97,Ratio of girls to boys in upper secondary education,39.6
Norway,2015,1.0,Ratio of girls to boys in primary education,39.6
Norway,2015,0.98,Ratio of girls to boys in secondary education,39.6
Norway,2015,0.94,Ratio of girls to boys in upper secondary education,39.6
Norway,2018,1.0,Ratio of girls to boys in primary education,41.4
Norway,2018,0.96,Ratio of girls to boys in secondary education,41.4
Norway,2018,0.94,Ratio of girls to boys in upper secondary education,41.4
Norway,2019,1.0,Ratio of girls to boys in primary education,40.8
Norway,2019,0.95,Ratio of girls to boys in secondary education,40.8
Norway,2019,0.92,Ratio of girls to boys in upper secondary education,40.8
Oman,2005,0.99,Ratio of girls to boys in primary education,2.4
Oman,2005,0.96,Ratio of girls to boys in secondary education,2.4
Oman,2005,1.02,Ratio of girls to boys in upper secondary education,2.4
Oman,2015,1.04,Ratio of girls to boys in primary education,1.2
Oman,2015,0.98,Ratio of girls to boys in secondary education,1.2
Oman,2015,1.0,Ratio of girls to boys in upper secondary education,1.2
Oman,2018,1.1,Ratio of girls to boys in primary education,1.2
Oman,2018,0.92,Ratio of girls to boys in secondary education,1.2
Oman,2018,0.93,Ratio of girls to boys in upper secondary education,1.2
Oman,2019,1.09,Ratio of girls to boys in primary education,1.2
Oman,2019,0.91,Ratio of girls to boys in secondary education,1.2
Oman,2019,0.85,Ratio of girls to boys in upper secondary education,1.2
Oman,2020,1.06,Ratio of girls to boys in primary education,2.3
Oman,2020,0.92,Ratio of girls to boys in secondary education,2.3
Oman,2020,0.74,Ratio of girls to boys in upper secondary education,2.3
Pakistan,2005,0.77,Ratio of girls to boys in primary education,21.3
Pakistan,2010,0.85,Ratio of girls to boys in primary education,22.2
Pakistan,2010,0.77,Ratio of girls to boys in secondary education,22.2
Pakistan,2010,0.75,Ratio of girls to boys in upper secondary education,22.2
Pakistan,2015,0.86,Ratio of girls to boys in primary education,20.7
Pakistan,2015,0.79,Ratio of girls to boys in secondary education,20.7
Pakistan,2015,0.76,Ratio of girls to boys in upper secondary education,20.7
Pakistan,2018,0.84,Ratio of girls to boys in primary education,20.6
Pakistan,2018,0.85,Ratio of girls to boys in secondary education,20.6
Pakistan,2018,0.84,Ratio of girls to boys in upper secondary education,20.6
Pakistan,2019,0.88,Ratio of girls to boys in primary education,20.2
Pakistan,2019,0.87,Ratio of girls to boys in secondary education,20.2
Pakistan,2019,0.86,Ratio of girls to boys in upper secondary education,20.2
Palau,2020,1.07,Ratio of girls to boys in primary education,12.5
Palau,2020,1.0,Ratio of girls to boys in secondary education,12.5
Palau,2020,0.99,Ratio of girls to boys in upper secondary education,12.5
Palau,2005,1.2,Ratio of girls to boys in upper secondary education,0.0
Panama,2005,0.97,Ratio of girls to boys in primary education,16.7
Panama,2005,1.07,Ratio of girls to boys in secondary education,16.7
Panama,2005,1.15,Ratio of girls to boys in upper secondary education,16.7
Panama,2010,0.96,Ratio of girls to boys in primary education,8.5
