name,target type,desc,component id
Cholinesterases; ACHE & BCHE,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,228
Monoamine transporters; Norepinephrine & serotonin,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1165
Monoamine transporters; Norepinephrine & serotonin,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2355
Adrenergic receptors; alpha-1 A & B,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,146
Adrenergic receptors; alpha-1 A & B,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,258
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,326
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,159
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,184
Adenosine receptors; A1 & A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,955
Adenosine receptors; A1 & A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1682
Adrenergic receptor beta; ADRB1 & ADRB2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,185
Adrenergic receptor beta; ADRB1 & ADRB2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,213
Dopamine receptors; D3 & D4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,149
Dopamine receptors; D3 & D4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,174
Adrenergic receptor beta; ADRB1 & ADRB3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2091
Adrenergic receptor beta; ADRB1 & ADRB3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,185
Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,33
Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,25
Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,3093
Serotonin 1a (5-HT1a) receptor/Adrenergic receptor alpha-1,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,45
Dihydrofolate reductase; T. gondii vs rat,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,766
Dihydrofolate reductase; T. gondii vs rat,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,705
Dihydrofolate reductase; P. carinii vs rat,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,705
Dihydrofolate reductase; P. carinii vs rat,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,244
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2961
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2748
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2194
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2131
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1749
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,919
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,3673
Dopamine D2 receptor/Serotonin 2 (5-HT2) receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1335
Adenosine receptors; A2b & A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,275
Adenosine receptors; A2b & A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,184
Dopamine receptors; D2 & D4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,129
Dopamine receptors; D2 & D4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,174
Nitric oxide sythases; iNOS & nNOS,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2798
Nitric oxide sythases; iNOS & nNOS,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1888
Serotonin 2 receptors; 5-HT2a & 5-HT2c,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,309
Serotonin 2 receptors; 5-HT2a & 5-HT2c,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,308
Adenosine receptors; A1 & A2a,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,159
Adenosine receptors; A1 & A2a,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,326
Thrombin & trypsin,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1484
Thrombin & trypsin,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,92
Thrombin & trypsin,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,95
Thrombin & trypsin,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2868
Monoamine transporters; Norepinephrine & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,436
Monoamine transporters; Norepinephrine & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,346
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,955
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,927
Adenosine receptors; A1 & A2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,963
Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1719
Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1165
Opioid receptors; mu & delta,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,349
Opioid receptors; mu & delta,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,242
Opioid receptors; delta & kappa,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,242
Opioid receptors; delta & kappa,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,177
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,306
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2079
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2231
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2177
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2789
Phosphodiesterase; PDE3 & PDE4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,379
Opioid receptors; mu & delta,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1931
Opioid receptors; mu & delta,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2192
Opioid receptors; mu & kappa,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,349
Opioid receptors; mu & kappa,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,177
Dopamine receptors; D2 & D3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,129
Dopamine receptors; D2 & D3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,149
Monoamine transporters; Norepininephrine & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2355
Monoamine transporters; Norepininephrine & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1719
Muscarinic acetylcholine receptors; M2 & M3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,364
Muscarinic acetylcholine receptors; M2 & M3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,69
Adenosine receptors; A1 & A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,159
Adenosine receptors; A1 & A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,275
Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,346
Monoamine transporters; serotonin & dopamine,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,226
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,38
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,50
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,49
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,27
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,32
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,31
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,28
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,64
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2869
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,41
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,29
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,24
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,39
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,48
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,63
Benzodiazepine receptors; peripheral & central,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,30
Carbonic anhydrases; II & IX,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1913
Carbonic anhydrases; II & IX,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,94
Adenosine receptors; A1 & A2b,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,159
Adenosine receptors; A1 & A2b,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,184
Dopamine receptors; D1 & D2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2024
Dopamine receptors; D1 & D2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2131
Matrix metalloproteinase (2 and 3),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1399
Matrix metalloproteinase (2 and 3),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2356
Melanocortin receptor (M3 and M4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1215
Melanocortin receptor (M3 and M4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2962
PPAR alpha/gamma,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,241
PPAR alpha/gamma,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,245
Cyclln-dependent kinase 2 and 4 (CDK2 and CDK4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,36
Cyclln-dependent kinase 2 and 4 (CDK2 and CDK4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,17
VEGF-receptor 2 and tyrosine-protein kinase SRC,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,345
VEGF-receptor 2 and tyrosine-protein kinase SRC,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
Phosphodiesterase 4 and 5 (PDE4 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,124
Phosphodiesterase 4 and 5 (PDE4 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,306
Phosphodiesterase 4 and 5 (PDE4 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2177
Phosphodiesterase 4 and 5 (PDE4 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2079
Phosphodiesterase 4 and 5 (PDE4 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2789
Dopamine D1 and D2 receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,129
Dopamine D1 and D2 receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,397
Dopamine receptor D2 and D3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1463
Dopamine receptor D2 and D3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2131
Serotonin and norepinephrine transporters (SERT/NET),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,436
Serotonin and norepinephrine transporters (SERT/NET),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,226
Muscarinic receptor M2 and M3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,15
Muscarinic receptor M2 and M3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,11
Nitric oxide synthase (inducible and endothelial),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,3121
Nitric oxide synthase (inducible and endothelial),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2798
Muscarinic acetylcholine receptor M2 and M5,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,364
Muscarinic acetylcholine receptor M2 and M5,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,372
Cathepsin (V and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1387
Cathepsin (V and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1593
Cathepsin (S and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1387
Cathepsin (S and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1285
PPAR delta/gamma,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,241
PPAR delta/gamma,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2298
Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
Vascular endothelial growth factor receptor 2 and tyrosine-protein kinase TIE-2 (KDR and TIE2),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,4960
Histamine receptor (H3 and H4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2467
Histamine receptor (H3 and H4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2075
Thrombin and urokinase-type plasminogen activator,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,92
Thrombin and urokinase-type plasminogen activator,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1607
Cathepsin (L and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1387
Cathepsin (L and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2154
Serotonin receptor 2a and 2c (5HT2A and 5HT2C),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2961
Serotonin receptor 2a and 2c (5HT2A and 5HT2C),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2748
Beta-2 adrenergic receptor and beta-3 adrenergic receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,213
Beta-2 adrenergic receptor and beta-3 adrenergic receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2091
Cathepsin (B and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2391
Cathepsin (B and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1387
Melanocortin receptor (M4 and M5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1215
Melanocortin receptor (M4 and M5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2925
Serotonin receptor 2a and 2b (5HT2A and 5HT2B),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2961
Serotonin receptor 2a and 2b (5HT2A and 5HT2B),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2194
Phosphodiesterase 3 and 5 (PDE3 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,124
Phosphodiesterase 3 and 5 (PDE3 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,379
Phosphodiesterase 3 and 5 (PDE3 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2231
Thrombin and coagulation factor X,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,92
Thrombin and coagulation factor X,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,348
Adenosine receptor A2a and A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,963
Adenosine receptor A2a and A3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1682
Nitric-oxide synthase (endothelial and brain),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1888
Nitric-oxide synthase (endothelial and brain),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,3121
Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2961
Dopamine D2 receptor and Serotonin 2a receptor (D2 and 5HT2a),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2131
Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
Vascular endothelial growth factor receptor 2 and 3 (KDR and Flt-4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,279
Coagulation factor VII and X,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,348
Coagulation factor VII and X,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2311
Muscarinic acetylcholine receptor M1 and M3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,170
Muscarinic acetylcholine receptor M1 and M3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,69
Coagulation factor X and plasma kallikrein,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,331
Coagulation factor X and plasma kallikrein,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,348
Matrix metalloproteinase (1 and 13),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2905
Matrix metalloproteinase (1 and 13),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,3290
Melanocortin receptor (M1 and M4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1215
Melanocortin receptor (M1 and M4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2113
Coagulation factor IX and X,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,347
Coagulation factor IX and X,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,348
VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,255
VEGF-receptor 2 and stem cell growth factor receptor (KDR and KIT),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
Muscarinic receptor M1 and M2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,10
Muscarinic receptor M1 and M2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,15
VEGF-receptor 2 and Fibroblast growth factor receptor 2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2461
VEGF-receptor 2 and Fibroblast growth factor receptor 2,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,227
VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
Cathepsin (H and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1387
Cathepsin (H and K),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,566
Integrin alpha-V/beta-3 and alpha-IIb/beta 3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,5
Integrin alpha-V/beta-3 and alpha-IIb/beta 3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,144
Integrin alpha-V/beta-3 and alpha-IIb/beta 3,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,8
Muscarinic acetylcholine receptor M2 and M4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,364
Muscarinic acetylcholine receptor M2 and M4,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,117
Alpha adrenergic receptor 1A and 1D,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,45
Alpha adrenergic receptor 1A and 1D,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,33
Dopamine D2 receptor and serotonin 1a receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,266
Dopamine D2 receptor and serotonin 1a receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,129
Opioid receptor (mu and kappa),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2271
Opioid receptor (mu and kappa),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2671
Serotonin receptor (2b and 2c),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,309
Serotonin receptor (2b and 2c),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,133
Alpha adrenergic receptor (1a and 1d),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,233
Alpha adrenergic receptor (1a and 1d),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,146
Dopamine D2 receptor and serotonin 2a receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,129
Dopamine D2 receptor and serotonin 2a receptor,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,308
Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,265
Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2295
Phosphodiesterase 2 and 5 (PDE2 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,124
Phosphodiesterase 2 and 5 (PDE2 and PDE5),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,989
Acetylcholinesterase and butyrylcholinesterase (AChE and BChE),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1522
Acetylcholinesterase and butyrylcholinesterase (AChE and BChE),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,1725
Alpha adrenergic receptor 1A and 1B,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,25
Alpha adrenergic receptor 1A and 1B,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,45
Thrombin and coagulation factor VII,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,92
Thrombin and coagulation factor VII,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2311
Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,181
Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR),SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,359
HSP90 and hnRNPA2/B1,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,2620
HSP90 and hnRNPA2/B1,SELECTIVITY GROUP,Target is a pair of proteins for which the selectivity has been assessed,8339
Bcr/Abl fusion protein,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",173
Bcr/Abl fusion protein,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",3450
Muscarinic acetylcholine receptor M1/M5 chimeric protein,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",170
Muscarinic acetylcholine receptor M1/M5 chimeric protein,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",372
TPR/MET fusion protein,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",8229
TPR/MET fusion protein,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",3876
MER intracellular domain/EGFR extracellular domain chimera,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",3627
MER intracellular domain/EGFR extracellular domain chimera,CHIMERIC PROTEIN,"Target is a fusion of two different proteins, either a synthetic construct or naturally occurring fusion protein",147
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",238
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",250
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",7425
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",7426
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",7427
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",7428
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,"Target is a complex consisting of both protein and nucleic-acid components (e.g., ribosome)",7429
