name,target type,desc,component id
Adrenergic receptor alpha-2,PROTEIN FAMILY,Target is a group of closely related proteins,180
Adrenergic receptor alpha-2,PROTEIN FAMILY,Target is a group of closely related proteins,230
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3743
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3093
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1780
Serotonin 1 (5-HT1) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2964
Leukotriene B4 receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1515
Leukotriene B4 receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2232
Heat shock protein HSP90,PROTEIN FAMILY,Target is a group of closely related proteins,2201
Heat shock protein HSP90,PROTEIN FAMILY,Target is a group of closely related proteins,2620
Adrenergic receptor beta,PROTEIN FAMILY,Target is a group of closely related proteins,1573
Adrenergic receptor beta,PROTEIN FAMILY,Target is a group of closely related proteins,2070
Adrenergic receptor beta,PROTEIN FAMILY,Target is a group of closely related proteins,2350
Estrogen receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1260
Estrogen receptor,PROTEIN FAMILY,Target is a group of closely related proteins,745
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,Target is a group of closely related proteins,1721
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,Target is a group of closely related proteins,3278
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,Target is a group of closely related proteins,3220
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2450
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2078
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2426
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1289
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1209
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1409
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1208
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,2259
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,3180
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1306
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1015
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,1913
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,1353
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,1563
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,702
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,2233
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,94
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,1214
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,2288
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,667
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,3106
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,1831
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,2045
Opioid receptors; mu/kappa/delta,PROTEIN FAMILY,Target is a group of closely related proteins,349
Opioid receptors; mu/kappa/delta,PROTEIN FAMILY,Target is a group of closely related proteins,177
Opioid receptors; mu/kappa/delta,PROTEIN FAMILY,Target is a group of closely related proteins,242
Cholecystokinin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,216
Cholecystokinin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,109
Glycogen synthase kinase-3,PROTEIN FAMILY,Target is a group of closely related proteins,1180
Glycogen synthase kinase-3,PROTEIN FAMILY,Target is a group of closely related proteins,3114
Opioid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1786
Opioid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1188
Opioid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2646
Opioid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1544
Tryptase,PROTEIN FAMILY,Target is a group of closely related proteins,3268
Tryptase,PROTEIN FAMILY,Target is a group of closely related proteins,951
Tryptase,PROTEIN FAMILY,Target is a group of closely related proteins,743
Monoamine oxidase,PROTEIN FAMILY,Target is a group of closely related proteins,1323
Monoamine oxidase,PROTEIN FAMILY,Target is a group of closely related proteins,1680
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,133
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,309
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,308
Adrenergic receptor alpha,PROTEIN FAMILY,Target is a group of closely related proteins,263
Adrenergic receptor alpha,PROTEIN FAMILY,Target is a group of closely related proteins,233
Adrenergic receptor alpha,PROTEIN FAMILY,Target is a group of closely related proteins,146
Adrenergic receptor alpha,PROTEIN FAMILY,Target is a group of closely related proteins,258
Adrenergic receptor alpha,PROTEIN FAMILY,Target is a group of closely related proteins,180
Adrenergic receptor alpha,PROTEIN FAMILY,Target is a group of closely related proteins,230
Trypsin,PROTEIN FAMILY,Target is a group of closely related proteins,95
Trypsin,PROTEIN FAMILY,Target is a group of closely related proteins,1484
Trypsin,PROTEIN FAMILY,Target is a group of closely related proteins,2868
Monoamine oxidase,PROTEIN FAMILY,Target is a group of closely related proteins,377
Monoamine oxidase,PROTEIN FAMILY,Target is a group of closely related proteins,274
Collagenase,PROTEIN FAMILY,Target is a group of closely related proteins,2453
Collagenase,PROTEIN FAMILY,Target is a group of closely related proteins,2905
Collagenase,PROTEIN FAMILY,Target is a group of closely related proteins,3290
Collagenase,PROTEIN FAMILY,Target is a group of closely related proteins,2356
Collagenase,PROTEIN FAMILY,Target is a group of closely related proteins,2904
Fibroblast growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1966
Fibroblast growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2292
Fibroblast growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1078
Fibroblast growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2461
Vasopressin V1 receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1198
Vasopressin V1 receptor,PROTEIN FAMILY,Target is a group of closely related proteins,995
Vascular endothelial growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,359
Vascular endothelial growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,181
Vascular endothelial growth factor receptor,PROTEIN FAMILY,Target is a group of closely related proteins,279
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2457
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,261
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2123
Voltage-gated L-type calcium channel,PROTEIN FAMILY,Target is a group of closely related proteins,3882
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,3023
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,1203
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,964
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,1428
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,1244
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,1245
Histone deacetylase,PROTEIN FAMILY,Target is a group of closely related proteins,2344
"Phosphatidylinositol 4-kinase, PI4K",PROTEIN FAMILY,Target is a group of closely related proteins,1589
"Phosphatidylinositol 4-kinase, PI4K",PROTEIN FAMILY,Target is a group of closely related proteins,1542
"Phosphatidylinositol 4-kinase, PI4K",PROTEIN FAMILY,Target is a group of closely related proteins,592
"Phosphatidylinositol 4-kinase, PI4K",PROTEIN FAMILY,Target is a group of closely related proteins,1982
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,1372
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,1902
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,1268
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,2181
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,2241
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,1934
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,930
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,966
"Protein kinase C, PKC; classical/novel",PROTEIN FAMILY,Target is a group of closely related proteins,1326
Vasopressin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1198
Vasopressin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2083
Vasopressin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,995
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,756
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,1402
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,2048
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,1920
Steroid 5-alpha-reductase,PROTEIN FAMILY,Target is a group of closely related proteins,1744
Steroid 5-alpha-reductase,PROTEIN FAMILY,Target is a group of closely related proteins,4975
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,3082
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,2460
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,2179
Pyruvate dehydrogenase kinase,PROTEIN FAMILY,Target is a group of closely related proteins,2213
"c-Jun N-terminal kinase, JNK",PROTEIN FAMILY,Target is a group of closely related proteins,617
"c-Jun N-terminal kinase, JNK",PROTEIN FAMILY,Target is a group of closely related proteins,973
"c-Jun N-terminal kinase, JNK",PROTEIN FAMILY,Target is a group of closely related proteins,2498
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,2434
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,1606
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,293
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,1605
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,1321
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,3081
Alcohol dehydrogenase,PROTEIN FAMILY,Target is a group of closely related proteins,2185
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1335
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3673
Serotonin 2 (5-HT2) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,919
Small conductance calcium-activated potassium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2098
Small conductance calcium-activated potassium channel,PROTEIN FAMILY,Target is a group of closely related proteins,2059
Small conductance calcium-activated potassium channel,PROTEIN FAMILY,Target is a group of closely related proteins,886
Cyclooxygenase,PROTEIN FAMILY,Target is a group of closely related proteins,1651
Cyclooxygenase,PROTEIN FAMILY,Target is a group of closely related proteins,1190
Phosphoglycerate kinase,PROTEIN FAMILY,Target is a group of closely related proteins,1566
Phosphoglycerate kinase,PROTEIN FAMILY,Target is a group of closely related proteins,1216
"Endothelin receptor, ET-A/ET-B",PROTEIN FAMILY,Target is a group of closely related proteins,76
"Endothelin receptor, ET-A/ET-B",PROTEIN FAMILY,Target is a group of closely related proteins,234
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,Target is a group of closely related proteins,3467
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,Target is a group of closely related proteins,2506
"Sodium channel alpha subunits; brain (Types I, II, III)",PROTEIN FAMILY,Target is a group of closely related proteins,150
Vanilloid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1193
Vanilloid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3408
Vanilloid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1108
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,3506
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,3738
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,2547
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,2014
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1748
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1693
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,99
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2215
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,214
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3112
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,212
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,133
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,309
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,523
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,307
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,266
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,308
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,191
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1480
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2991
Serotonin (5-HT) receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2130
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,397
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,174
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,156
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,129
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,149
"Interleukin-8 receptors, CXCR1/CXCR2",PROTEIN FAMILY,Target is a group of closely related proteins,2348
"Interleukin-8 receptors, CXCR1/CXCR2",PROTEIN FAMILY,Target is a group of closely related proteins,775
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2317
Dopamine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1298
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,3207
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,624
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,5607
Carbonic anhydrase,PROTEIN FAMILY,Target is a group of closely related proteins,1695
Peptide N-myristoyltransferase,PROTEIN FAMILY,Target is a group of closely related proteins,1179
Peptide N-myristoyltransferase,PROTEIN FAMILY,Target is a group of closely related proteins,928
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2970
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1662
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2877
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1309
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2635
Thioredoxin reductase,PROTEIN FAMILY,Target is a group of closely related proteins,744
Thioredoxin reductase,PROTEIN FAMILY,Target is a group of closely related proteins,246
Thioredoxin reductase,PROTEIN FAMILY,Target is a group of closely related proteins,2111
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,3416
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,1800
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,2057
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,2923
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,4976
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,1049
Cannabinoid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,104
Cannabinoid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,172
"Sterol O-acyltransferase, Soat",PROTEIN FAMILY,Target is a group of closely related proteins,1186
"Sterol O-acyltransferase, Soat",PROTEIN FAMILY,Target is a group of closely related proteins,2310
Pancreatic elastase,PROTEIN FAMILY,Target is a group of closely related proteins,1838
Pancreatic elastase,PROTEIN FAMILY,Target is a group of closely related proteins,748
Sodium/hydrogen exchanger,PROTEIN FAMILY,Target is a group of closely related proteins,1195
Sodium/hydrogen exchanger,PROTEIN FAMILY,Target is a group of closely related proteins,2087
Sodium/hydrogen exchanger,PROTEIN FAMILY,Target is a group of closely related proteins,3404
Cholecystokinin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1829
Cholecystokinin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1201
Angiotensin-converting enzyme,PROTEIN FAMILY,Target is a group of closely related proteins,102
Angiotensin-converting enzyme,PROTEIN FAMILY,Target is a group of closely related proteins,2052
"Phosphodiesterase, PDE1/PDE5",PROTEIN FAMILY,Target is a group of closely related proteins,2741
"Phosphodiesterase, PDE1/PDE5",PROTEIN FAMILY,Target is a group of closely related proteins,2936
"Phosphodiesterase, PDE1/PDE5",PROTEIN FAMILY,Target is a group of closely related proteins,124
"Phosphodiesterase, PDE1/PDE5",PROTEIN FAMILY,Target is a group of closely related proteins,1743
Muscarinic acetylcholine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1520
Muscarinic acetylcholine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,665
Muscarinic acetylcholine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2888
Muscarinic acetylcholine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3411
Muscarinic acetylcholine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2049
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,755
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,2178
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,2296
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,682
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,2199
Phosphodiesterase 6,PROTEIN FAMILY,Target is a group of closely related proteins,1975
CaM kinase II,PROTEIN FAMILY,Target is a group of closely related proteins,2466
CaM kinase II,PROTEIN FAMILY,Target is a group of closely related proteins,2147
CaM kinase II,PROTEIN FAMILY,Target is a group of closely related proteins,2439
CaM kinase II,PROTEIN FAMILY,Target is a group of closely related proteins,1131
Phosphodiesterase 1,PROTEIN FAMILY,Target is a group of closely related proteins,987
Phosphodiesterase 1,PROTEIN FAMILY,Target is a group of closely related proteins,2092
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1489
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1543
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1229
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,2076
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,992
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,3235
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1291
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,1513
Adenylate cyclase,PROTEIN FAMILY,Target is a group of closely related proteins,872
"Protein kinase C, PKC; classical",PROTEIN FAMILY,Target is a group of closely related proteins,1185
"Protein kinase C, PKC; classical",PROTEIN FAMILY,Target is a group of closely related proteins,1348
"Protein kinase C, PKC; classical",PROTEIN FAMILY,Target is a group of closely related proteins,1924
Dual specificity mitogen-activated protein kinase kinase; MEK1/2,PROTEIN FAMILY,Target is a group of closely related proteins,1295
Dual specificity mitogen-activated protein kinase kinase; MEK1/2,PROTEIN FAMILY,Target is a group of closely related proteins,1907
Heart phosphodiesterase,PROTEIN FAMILY,Target is a group of closely related proteins,987
Heart phosphodiesterase,PROTEIN FAMILY,Target is a group of closely related proteins,2092
Heart phosphodiesterase,PROTEIN FAMILY,Target is a group of closely related proteins,3433
Phosphodiesterase 7,PROTEIN FAMILY,Target is a group of closely related proteins,3033
Phosphodiesterase 7,PROTEIN FAMILY,Target is a group of closely related proteins,1340
Tyrosine-protein kinase ABL,PROTEIN FAMILY,Target is a group of closely related proteins,173
Tyrosine-protein kinase ABL,PROTEIN FAMILY,Target is a group of closely related proteins,2333
Cannabinoid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3669
Cannabinoid receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1364
Cerebral cortex alpha adrenergic receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3208
Cerebral cortex alpha adrenergic receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3061
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1069
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2561
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,579
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2713
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1530
Histone deacetylase (HDAC1 and HDAC2),PROTEIN FAMILY,Target is a group of closely related proteins,257
Histone deacetylase (HDAC1 and HDAC2),PROTEIN FAMILY,Target is a group of closely related proteins,107
Epidermal growth factor receptor and ErbB2 (HER1 and HER2),PROTEIN FAMILY,Target is a group of closely related proteins,147
Epidermal growth factor receptor and ErbB2 (HER1 and HER2),PROTEIN FAMILY,Target is a group of closely related proteins,120
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,98
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,160
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,363
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,83
Somatostatin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,231
Melanin-concentrating hormone receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3511
Melanin-concentrating hormone receptor,PROTEIN FAMILY,Target is a group of closely related proteins,3349
Neurotensin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,853
Neurotensin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2442
VEGF-receptor 2 and Fibroblast growth factor receptor 1,PROTEIN FAMILY,Target is a group of closely related proteins,1966
VEGF-receptor 2 and Fibroblast growth factor receptor 1,PROTEIN FAMILY,Target is a group of closely related proteins,359
Monoamine oxidase,PROTEIN FAMILY,Target is a group of closely related proteins,1377
Monoamine oxidase,PROTEIN FAMILY,Target is a group of closely related proteins,1996
S-adenosylmethionine synthetase (MAT 1 and MAT 2),PROTEIN FAMILY,Target is a group of closely related proteins,536
S-adenosylmethionine synthetase (MAT 1 and MAT 2),PROTEIN FAMILY,Target is a group of closely related proteins,1168
"Inositol 1,4,5-trisphosphate receptor",PROTEIN FAMILY,Target is a group of closely related proteins,851
"Inositol 1,4,5-trisphosphate receptor",PROTEIN FAMILY,Target is a group of closely related proteins,2365
"Inositol 1,4,5-trisphosphate receptor",PROTEIN FAMILY,Target is a group of closely related proteins,2224
Alpha-1 adrenergic receptor,PROTEIN FAMILY,Target is a group of closely related proteins,472
Alpha-1 adrenergic receptor,PROTEIN FAMILY,Target is a group of closely related proteins,827
Alpha-1 adrenergic receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1152
Endothelin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2948
Endothelin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2883
Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1),PROTEIN FAMILY,Target is a group of closely related proteins,548
Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1),PROTEIN FAMILY,Target is a group of closely related proteins,3802
Vasopressin V1 receptor,PROTEIN FAMILY,Target is a group of closely related proteins,203
Vasopressin V1 receptor,PROTEIN FAMILY,Target is a group of closely related proteins,237
Carbonic anhydrase V,PROTEIN FAMILY,Target is a group of closely related proteins,2288
Carbonic anhydrase V,PROTEIN FAMILY,Target is a group of closely related proteins,3106
Casein kinase I,PROTEIN FAMILY,Target is a group of closely related proteins,767
Casein kinase I,PROTEIN FAMILY,Target is a group of closely related proteins,1157
Casein kinase I,PROTEIN FAMILY,Target is a group of closely related proteins,3250
Casein kinase I,PROTEIN FAMILY,Target is a group of closely related proteins,882
Casein kinase I,PROTEIN FAMILY,Target is a group of closely related proteins,5000
Toll-like receptor (TLR7/TLR9),PROTEIN FAMILY,Target is a group of closely related proteins,4217
Toll-like receptor (TLR7/TLR9),PROTEIN FAMILY,Target is a group of closely related proteins,4431
Cytochrome P450 3A4/3A5,PROTEIN FAMILY,Target is a group of closely related proteins,1347
Cytochrome P450 3A4/3A5,PROTEIN FAMILY,Target is a group of closely related proteins,151
MAP kinase p38,PROTEIN FAMILY,Target is a group of closely related proteins,786
MAP kinase p38,PROTEIN FAMILY,Target is a group of closely related proteins,2653
MAP kinase p38,PROTEIN FAMILY,Target is a group of closely related proteins,2703
MAP kinase p38,PROTEIN FAMILY,Target is a group of closely related proteins,677
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,1917
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,3205
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,2373
GABA transporter,PROTEIN FAMILY,Target is a group of closely related proteins,3546
Phosphodiesterase 1,PROTEIN FAMILY,Target is a group of closely related proteins,988
Phosphodiesterase 1,PROTEIN FAMILY,Target is a group of closely related proteins,1076
Phosphodiesterase 1,PROTEIN FAMILY,Target is a group of closely related proteins,1980
Adenosine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,159
Adenosine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,326
Adenosine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,184
Adenosine receptor,PROTEIN FAMILY,Target is a group of closely related proteins,275
KinA/Spo0F (sporulation kinase A/sporulation initiation phosphotransferase F),PROTEIN FAMILY,Target is a group of closely related proteins,2174
KinA/Spo0F (sporulation kinase A/sporulation initiation phosphotransferase F),PROTEIN FAMILY,Target is a group of closely related proteins,2210
Serotonin 3 receptor (5HT3),PROTEIN FAMILY,Target is a group of closely related proteins,3284
Serotonin 3 receptor (5HT3),PROTEIN FAMILY,Target is a group of closely related proteins,2099
Cholecystokinin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1128
Cholecystokinin receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1184
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1181
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2159
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1054
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1118
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,1395
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,901
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2794
Metabotropic glutamate receptor,PROTEIN FAMILY,Target is a group of closely related proteins,2200
Atrial natriuretic peptide receptor,PROTEIN FAMILY,Target is a group of closely related proteins,318
