name,target type,desc,component id
Voltage-gated potassium channel,PROTEIN FAMILY,7357,7357
Voltage-gated potassium channel,PROTEIN FAMILY,4345,4345
Voltage-gated potassium channel,PROTEIN FAMILY,7358,7358
Voltage-gated potassium channel,PROTEIN FAMILY,7359,7359
Voltage-gated potassium channel,PROTEIN FAMILY,287,287
Voltage-gated potassium channel,PROTEIN FAMILY,7360,7360
Voltage-gated potassium channel,PROTEIN FAMILY,7361,7361
Voltage-gated potassium channel,PROTEIN FAMILY,7362,7362
Muscle-type nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,2,2
Muscle-type nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,9,9
Muscle-type nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,16,16
Muscle-type nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,825,825
Muscle-type nicotinic acetylcholine receptor,PROTEIN COMPLEX GROUP,57,57
Penicillin-binding protein,PROTEIN FAMILY,7365,7365
Penicillin-binding protein,PROTEIN FAMILY,3525,3525
Penicillin-binding protein,PROTEIN FAMILY,7363,7363
Penicillin-binding protein,PROTEIN FAMILY,3830,3830
Penicillin-binding protein,PROTEIN FAMILY,7364,7364
Penicillin-binding protein,PROTEIN FAMILY,3831,3831
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,261,261
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2457,2457
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,3882,3882
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2123,2123
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2795,2795
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2585,2585
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,5205,5205
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2958,2958
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,167,167
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,3849,3849
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,236,236
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2216,2216
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,2080,2080
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,3672,3672
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7367,7367
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7368,7368
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7369,7369
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7370,7370
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7371,7371
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7372,7372
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7373,7373
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7374,7374
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7375,7375
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7376,7376
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7377,7377
Voltage-gated calcium channel,PROTEIN COMPLEX GROUP,7366,7366
Topoisomerase IV,PROTEIN COMPLEX,7378,7378
Topoisomerase IV,PROTEIN COMPLEX,7379,7379
Sphingosine 1-phosphate receptor,PROTEIN FAMILY,2651,2651
Sphingosine 1-phosphate receptor,PROTEIN FAMILY,1286,1286
Sphingosine 1-phosphate receptor,PROTEIN FAMILY,2212,2212
Sphingosine 1-phosphate receptor,PROTEIN FAMILY,1552,1552
Sphingosine 1-phosphate receptor,PROTEIN FAMILY,615,615
DNA polymerase (alpha/delta/epsilon),PROTEIN FAMILY,125,125
DNA polymerase (alpha/delta/epsilon),PROTEIN FAMILY,1071,1071
DNA polymerase (alpha/delta/epsilon),PROTEIN FAMILY,7380,7380
Ephrin receptor,PROTEIN FAMILY,4255,4255
Ephrin receptor,PROTEIN FAMILY,408,408
Ephrin receptor,PROTEIN FAMILY,3267,3267
Ephrin receptor,PROTEIN FAMILY,2307,2307
Ephrin receptor,PROTEIN FAMILY,2306,2306
Ephrin receptor,PROTEIN FAMILY,2843,2843
Ephrin receptor,PROTEIN FAMILY,2919,2919
Ephrin receptor,PROTEIN FAMILY,2452,2452
Ephrin receptor,PROTEIN FAMILY,7381,7381
Ephrin receptor,PROTEIN FAMILY,3381,3381
Ephrin receptor,PROTEIN FAMILY,1610,1610
Ephrin receptor,PROTEIN FAMILY,3216,3216
Ephrin receptor,PROTEIN FAMILY,3451,3451
Ephrin receptor,PROTEIN FAMILY,4280,4280
Alcohol dehydrogenase class I,PROTEIN COMPLEX GROUP,293,293
Alcohol dehydrogenase class I,PROTEIN COMPLEX GROUP,1606,1606
Alcohol dehydrogenase class I,PROTEIN COMPLEX GROUP,1605,1605
Epidermal growth factor receptor,PROTEIN FAMILY,147,147
Epidermal growth factor receptor,PROTEIN FAMILY,120,120
Epidermal growth factor receptor,PROTEIN FAMILY,4282,4282
Epidermal growth factor receptor,PROTEIN FAMILY,1338,1338
Glutamate-gated chloride channel,SINGLE PROTEIN,7384,7384
Glutamate-gated chloride channel,SINGLE PROTEIN,7383,7383
Glycine receptor (alpha-1/beta),PROTEIN COMPLEX,4289,4289
Glycine receptor (alpha-1/beta),PROTEIN COMPLEX,7385,7385
Janus Kinase (JAK),PROTEIN FAMILY,1164,1164
Janus Kinase (JAK),PROTEIN FAMILY,1302,1302
Janus Kinase (JAK),PROTEIN FAMILY,490,490
Janus Kinase (JAK),PROTEIN FAMILY,1874,1874
KCNQ (Kv7) potassium channel,PROTEIN FAMILY,179,179
KCNQ (Kv7) potassium channel,PROTEIN FAMILY,817,817
KCNQ (Kv7) potassium channel,PROTEIN FAMILY,1020,1020
KCNQ (Kv7) potassium channel,PROTEIN FAMILY,1896,1896
KCNQ (Kv7) potassium channel,PROTEIN FAMILY,1255,1255
Monoamine transporter,PROTEIN FAMILY,436,436
Monoamine transporter,PROTEIN FAMILY,226,226
Monoamine transporter,PROTEIN FAMILY,346,346
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,424,424
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,426,426
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,427,427
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,428,428
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,445,445
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,453,453
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,533,533
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,658,658
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,689,689
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,698,698
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,854,854
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,1366,1366
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,1425,1425
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,1614,1614
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,2655,2655
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,2816,2816
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,2960,2960
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7386,7386
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7387,7387
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7388,7388
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7389,7389
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7390,7390
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7391,7391
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7392,7392
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7393,7393
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7394,7394
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7395,7395
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7396,7396
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7397,7397
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7398,7398
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7399,7399
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7400,7400
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7401,7401
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7402,7402
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7403,7403
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7404,7404
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7405,7405
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7406,7406
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7407,7407
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7408,7408
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7409,7409
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7410,7410
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7411,7411
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7412,7412
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7413,7413
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7414,7414
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7415,7415
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7416,7416
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7417,7417
Mitochondrial complex I (NADH dehydrogenase),PROTEIN COMPLEX,7418,7418
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,124,124
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,306,306
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,379,379
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,682,682
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,755,755
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,989,989
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,1340,1340
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,1743,1743
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,1856,1856
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,1975,1975
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2079,2079
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2177,2177
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2178,2178
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2199,2199
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2231,2231
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2296,2296
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2724,2724
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2725,2725
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2741,2741
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2789,2789
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2936,2936
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,2957,2957
"3',5'-cyclic phosphodiesterase",PROTEIN FAMILY,3033,3033
Phosphodiesterase 8,PROTEIN FAMILY,2957,2957
Phosphodiesterase 8,PROTEIN FAMILY,2724,2724
Prostaglandin E2 receptor,PROTEIN FAMILY,106,106
Prostaglandin E2 receptor,PROTEIN FAMILY,197,197
Prostaglandin E2 receptor,PROTEIN FAMILY,2026,2026
Prostaglandin E2 receptor,PROTEIN FAMILY,136,136
Retinoic acid receptor,PROTEIN FAMILY,395,395
Retinoic acid receptor,PROTEIN FAMILY,339,339
Retinoic acid receptor,PROTEIN FAMILY,334,334
Retinoid X receptor,PROTEIN FAMILY,402,402
Retinoid X receptor,PROTEIN FAMILY,183,183
Retinoid X receptor,PROTEIN FAMILY,335,335
Retinoid receptor,PROTEIN FAMILY,395,395
Retinoid receptor,PROTEIN FAMILY,339,339
Retinoid receptor,PROTEIN FAMILY,334,334
Retinoid receptor,PROTEIN FAMILY,402,402
Retinoid receptor,PROTEIN FAMILY,183,183
Retinoid receptor,PROTEIN FAMILY,335,335
Retinoid X receptor gamma/retinoic acid receptor alpha,PROTEIN COMPLEX,395,395
Retinoid X receptor gamma/retinoic acid receptor alpha,PROTEIN COMPLEX,335,335
SRC,PROTEIN FAMILY,382,382
SRC,PROTEIN FAMILY,141,141
SRC,PROTEIN FAMILY,433,433
SRC,PROTEIN FAMILY,2225,2225
SRC,PROTEIN FAMILY,1556,1556
SRC,PROTEIN FAMILY,2771,2771
SRC,PROTEIN FAMILY,345,345
SRC,PROTEIN FAMILY,2542,2542
SRC,PROTEIN FAMILY,591,591
SRC,PROTEIN FAMILY,4025,4025
Steroid 5-alpha-reductase,PROTEIN FAMILY,78,78
Steroid 5-alpha-reductase,PROTEIN FAMILY,164,164
Steroid 5-alpha-reductase,PROTEIN FAMILY,7419,7419
Topoisomerase IV,PROTEIN COMPLEX,209,209
Topoisomerase IV,PROTEIN COMPLEX,7420,7420
Topoisomerase IV,PROTEIN COMPLEX,7421,7421
Topoisomerase IV,PROTEIN COMPLEX,7422,7422
Vasopressin receptor,PROTEIN FAMILY,81,81
Vasopressin receptor,PROTEIN FAMILY,203,203
Vasopressin receptor,PROTEIN FAMILY,237,237
Voltage-activated calcium channel beta 1 subunit,SINGLE PROTEIN,7423,7423
Voltage-activated calcium channel beta 2 subunit,SINGLE PROTEIN,7424,7424
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,238,238
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,250,250
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7425,7425
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7426,7426
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7427,7427
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7428,7428
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7429,7429
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7430,7430
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7431,7431
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7432,7432
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7433,7433
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7434,7434
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7435,7435
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7436,7436
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7437,7437
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7438,7438
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7439,7439
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7440,7440
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7441,7441
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7442,7442
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7443,7443
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7444,7444
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7446,7446
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7447,7447
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7448,7448
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7449,7449
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7450,7450
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7451,7451
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7452,7452
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7453,7453
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7454,7454
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7455,7455
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7456,7456
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7457,7457
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7458,7458
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7459,7459
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7460,7460
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7461,7461
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7462,7462
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7463,7463
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7464,7464
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7465,7465
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7466,7466
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7467,7467
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7468,7468
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7469,7469
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7470,7470
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7471,7471
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7472,7472
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7473,7473
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7474,7474
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7475,7475
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7476,7476
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7477,7477
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7478,7478
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7479,7479
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7480,7480
Bacterial 70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7481,7481
DNA-directed RNA polymerase,PROTEIN COMPLEX,7482,7482
DNA-directed RNA polymerase,PROTEIN COMPLEX,7483,7483
DNA-directed RNA polymerase,PROTEIN COMPLEX,7484,7484
DNA-directed RNA polymerase,PROTEIN COMPLEX,7485,7485
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7479,7479
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7480,7480
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7481,7481
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7486,7486
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7487,7487
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7488,7488
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7489,7489
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7490,7490
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7491,7491
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7492,7492
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7493,7493
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7494,7494
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7495,7495
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7496,7496
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7497,7497
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7498,7498
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7499,7499
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7500,7500
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7501,7501
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7502,7502
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7503,7503
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7504,7504
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7505,7505
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7506,7506
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7507,7507
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7508,7508
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7509,7509
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7510,7510
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7511,7511
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7512,7512
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7513,7513
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7514,7514
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7515,7515
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7516,7516
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7517,7517
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7518,7518
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7519,7519
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7520,7520
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7521,7521
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7522,7522
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7523,7523
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7524,7524
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7525,7525
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7526,7526
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7527,7527
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7528,7528
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7529,7529
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7530,7530
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7531,7531
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7532,7532
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7533,7533
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7534,7534
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7535,7535
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7536,7536
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7537,7537
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7538,7538
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7539,7539
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7540,7540
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,252,252
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7544,7544
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7545,7545
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7546,7546
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7547,7547
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7548,7548
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7549,7549
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7550,7550
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7551,7551
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7552,7552
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7553,7553
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7554,7554
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7555,7555
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7556,7556
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7557,7557
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7558,7558
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7559,7559
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7560,7560
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7561,7561
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7562,7562
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7563,7563
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7564,7564
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7565,7565
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7566,7566
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7567,7567
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7568,7568
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7569,7569
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7570,7570
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7571,7571
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7572,7572
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7573,7573
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7574,7574
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7575,7575
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7576,7576
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7577,7577
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7578,7578
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7579,7579
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7580,7580
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7581,7581
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7582,7582
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7583,7583
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7584,7584
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7585,7585
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7586,7586
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7587,7587
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7588,7588
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7589,7589
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7590,7590
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7591,7591
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7592,7592
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7593,7593
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7594,7594
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7595,7595
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7596,7596
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7597,7597
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7598,7598
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7599,7599
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7603,7603
70S ribosome,PROTEIN NUCLEIC-ACID COMPLEX,7604,7604
